DAY,MONTH,YEAR,TYPE,NUMBER
31,03,2020,Number,30
31,03,2020,Number,36
31,03,2020,Star,1
31,03,2020,Star,9
27,03,2020,Number,11
27,03,2020,Number,14
27,03,2020,Number,27
27,03,2020,Number,41
27,03,2020,Number,46
27,03,2020,Star,2
27,03,2020,Star,3
24,03,2020,Number,7
24,03,2020,Number,12
24,03,2020,Number,26
24,03,2020,Number,30
24,03,2020,Number,33
24,03,2020,Star,10
24,03,2020,Star,11
20,03,2020,Number,3
20,03,2020,Number,9
20,03,2020,Number,20
20,03,2020,Number,34
20,03,2020,Number,40
20,03,2020,Star,6
20,03,2020,Star,12
17,03,2020,Number,5
17,03,2020,Number,7
17,03,2020,Number,8
17,03,2020,Number,16
17,03,2020,Number,20
17,03,2020,Star,2
17,03,2020,Star,12
13,03,2020,Number,3
13,03,2020,Number,11
13,03,2020,Number,21
13,03,2020,Number,27
13,03,2020,Number,36
13,03,2020,Star,9
13,03,2020,Star,10
10,03,2020,Number,11
10,03,2020,Number,23
10,03,2020,Number,30
10,03,2020,Number,37
10,03,2020,Number,43
10,03,2020,Star,5
10,03,2020,Star,12
6,03,2020,Number,15
6,03,2020,Number,38
6,03,2020,Number,43
6,03,2020,Number,45
6,03,2020,Number,46
6,03,2020,Star,1
6,03,2020,Star,11
3,03,2020,Number,4
3,03,2020,Number,14
3,03,2020,Number,27
3,03,2020,Number,44
3,03,2020,Number,45
3,03,2020,Star,1
3,03,2020,Star,10
28,02,2020,Number,8
28,02,2020,Number,11
28,02,2020,Number,20
28,02,2020,Number,22
28,02,2020,Number,23
28,02,2020,Star,3
28,02,2020,Star,4
25,02,2020,Number,1
25,02,2020,Number,4
25,02,2020,Number,18
25,02,2020,Number,27
25,02,2020,Number,42
25,02,2020,Star,4
25,02,2020,Star,6
21,02,2020,Number,7
21,02,2020,Number,23
21,02,2020,Number,30
21,02,2020,Number,32
21,02,2020,Number,45
21,02,2020,Star,5
21,02,2020,Star,9
18,02,2020,Number,11
18,02,2020,Number,32
18,02,2020,Number,34
18,02,2020,Number,38
18,02,2020,Number,47
18,02,2020,Star,2
18,02,2020,Star,10
14,02,2020,Number,5
14,02,2020,Number,20
14,02,2020,Number,35
14,02,2020,Number,41
14,02,2020,Number,49
14,02,2020,Star,6
14,02,2020,Star,10
11,02,2020,Number,24
11,02,2020,Number,26
11,02,2020,Number,32
11,02,2020,Number,43
11,02,2020,Number,46
11,02,2020,Star,6
11,02,2020,Star,10
7,02,2020,Number,9
7,02,2020,Number,15
7,02,2020,Number,17
7,02,2020,Number,25
7,02,2020,Number,40
7,02,2020,Star,3
7,02,2020,Star,9
4,02,2020,Number,21
4,02,2020,Number,23
4,02,2020,Number,33
4,02,2020,Number,35
4,02,2020,Number,47
4,02,2020,Star,6
4,02,2020,Star,7
31,01,2020,Number,13
31,01,2020,Number,18
31,01,2020,Number,20
31,01,2020,Number,23
31,01,2020,Number,30
31,01,2020,Star,2
31,01,2020,Star,4
28,01,2020,Number,1
28,01,2020,Number,19
28,01,2020,Number,27
28,01,2020,Number,31
28,01,2020,Number,38
28,01,2020,Star,4
28,01,2020,Star,5
24,01,2020,Number,3
24,01,2020,Number,4
24,01,2020,Number,6
24,01,2020,Number,9
24,01,2020,Number,24
24,01,2020,Star,5
24,01,2020,Star,8
21,01,2020,Number,10
21,01,2020,Number,11
21,01,2020,Number,24
21,01,2020,Number,36
21,01,2020,Number,46
21,01,2020,Star,3
21,01,2020,Star,5
17,01,2020,Number,8
17,01,2020,Number,19
17,01,2020,Number,20
17,01,2020,Number,29
17,01,2020,Number,44
17,01,2020,Star,3
17,01,2020,Star,8
14,01,2020,Number,21
14,01,2020,Number,25
14,01,2020,Number,29
14,01,2020,Number,39
14,01,2020,Number,44
14,01,2020,Star,8
14,01,2020,Star,9
10,01,2020,Number,6
10,01,2020,Number,17
10,01,2020,Number,32
10,01,2020,Number,44
10,01,2020,Number,46
10,01,2020,Star,2
10,01,2020,Star,6
7,01,2020,Number,5
7,01,2020,Number,8
7,01,2020,Number,12
7,01,2020,Number,37
7,01,2020,Number,43
7,01,2020,Star,6
7,01,2020,Star,11
3,01,2020,Number,5
3,01,2020,Number,15
3,01,2020,Number,20
3,01,2020,Number,36
3,01,2020,Number,47
3,01,2020,Star,8
3,01,2020,Star,12
31,12,2019,Number,26
31,12,2019,Number,31
31,12,2019,Number,33
31,12,2019,Number,41
31,12,2019,Number,48
31,12,2019,Star,2
31,12,2019,Star,4
27,12,2019,Number,1
27,12,2019,Number,7
27,12,2019,Number,22
27,12,2019,Number,26
27,12,2019,Number,35
27,12,2019,Star,5
27,12,2019,Star,10
24,12,2019,Number,3
24,12,2019,Number,11
24,12,2019,Number,13
24,12,2019,Number,14
24,12,2019,Number,47
24,12,2019,Star,3
24,12,2019,Star,6
20,12,2019,Number,8
20,12,2019,Number,24
20,12,2019,Number,30
20,12,2019,Number,32
20,12,2019,Number,34
20,12,2019,Star,3
20,12,2019,Star,4
17,12,2019,Number,1
17,12,2019,Number,7
17,12,2019,Number,12
17,12,2019,Number,25
17,12,2019,Number,49
17,12,2019,Star,6
17,12,2019,Star,9
13,12,2019,Number,9
13,12,2019,Number,16
13,12,2019,Number,18
13,12,2019,Number,23
13,12,2019,Number,32
13,12,2019,Star,2
13,12,2019,Star,10
10,12,2019,Number,2
10,12,2019,Number,10
10,12,2019,Number,19
10,12,2019,Number,21
10,12,2019,Number,47
10,12,2019,Star,2
10,12,2019,Star,8
6,12,2019,Number,1
6,12,2019,Number,3
6,12,2019,Number,27
6,12,2019,Number,39
6,12,2019,Number,46
6,12,2019,Star,1
6,12,2019,Star,10
3,12,2019,Number,18
3,12,2019,Number,31
3,12,2019,Number,32
3,12,2019,Number,38
3,12,2019,Number,48
3,12,2019,Star,4
3,12,2019,Star,12
29,11,2019,Number,3
29,11,2019,Number,7
29,11,2019,Number,12
29,11,2019,Number,42
29,11,2019,Number,50
29,11,2019,Star,6
29,11,2019,Star,8
26,11,2019,Number,2
26,11,2019,Number,3
26,11,2019,Number,15
26,11,2019,Number,19
26,11,2019,Number,34
26,11,2019,Star,5
26,11,2019,Star,8
22,11,2019,Number,3
22,11,2019,Number,21
22,11,2019,Number,32
22,11,2019,Number,34
22,11,2019,Number,48
22,11,2019,Star,3
22,11,2019,Star,11
19,11,2019,Number,8
19,11,2019,Number,10
19,11,2019,Number,15
19,11,2019,Number,30
19,11,2019,Number,42
19,11,2019,Star,4
19,11,2019,Star,6
15,11,2019,Number,3
15,11,2019,Number,13
15,11,2019,Number,20
15,11,2019,Number,32
15,11,2019,Number,34
15,11,2019,Star,4
15,11,2019,Star,11
12,11,2019,Number,1
12,11,2019,Number,21
12,11,2019,Number,23
12,11,2019,Number,25
12,11,2019,Number,39
12,11,2019,Star,2
12,11,2019,Star,4
8,11,2019,Number,8
8,11,2019,Number,17
8,11,2019,Number,20
8,11,2019,Number,23
8,11,2019,Number,45
8,11,2019,Star,2
8,11,2019,Star,8
5,11,2019,Number,9
5,11,2019,Number,14
5,11,2019,Number,25
5,11,2019,Number,33
5,11,2019,Number,48
5,11,2019,Star,2
5,11,2019,Star,12
1,11,2019,Number,2
1,11,2019,Number,20
1,11,2019,Number,39
1,11,2019,Number,44
1,11,2019,Number,48
1,11,2019,Star,5
1,11,2019,Star,7
29,10,2019,Number,16
29,10,2019,Number,18
29,10,2019,Number,28
29,10,2019,Number,42
29,10,2019,Number,49
29,10,2019,Star,5
29,10,2019,Star,10
25,10,2019,Number,34
25,10,2019,Number,37
25,10,2019,Number,39
25,10,2019,Number,40
25,10,2019,Number,50
25,10,2019,Star,4
25,10,2019,Star,10
22,10,2019,Number,2
22,10,2019,Number,5
22,10,2019,Number,32
22,10,2019,Number,33
22,10,2019,Number,47
22,10,2019,Star,7
22,10,2019,Star,8
18,10,2019,Number,8
18,10,2019,Number,18
18,10,2019,Number,22
18,10,2019,Number,41
18,10,2019,Number,42
18,10,2019,Star,11
18,10,2019,Star,12
15,10,2019,Number,3
15,10,2019,Number,28
15,10,2019,Number,31
15,10,2019,Number,32
15,10,2019,Number,34
15,10,2019,Star,4
15,10,2019,Star,5
11,10,2019,Number,2
11,10,2019,Number,14
11,10,2019,Number,19
11,10,2019,Number,42
11,10,2019,Number,45
11,10,2019,Star,5
11,10,2019,Star,6
8,10,2019,Number,7
8,10,2019,Number,10
8,10,2019,Number,15
8,10,2019,Number,44
8,10,2019,Number,49
8,10,2019,Star,3
8,10,2019,Star,12
4,10,2019,Number,6
4,10,2019,Number,9
4,10,2019,Number,35
4,10,2019,Number,41
4,10,2019,Number,44
4,10,2019,Star,6
4,10,2019,Star,9
1,10,2019,Number,2
1,10,2019,Number,11
1,10,2019,Number,18
1,10,2019,Number,40
1,10,2019,Number,46
1,10,2019,Star,1
1,10,2019,Star,4
27,09,2019,Number,24
27,09,2019,Number,37
27,09,2019,Number,41
27,09,2019,Number,43
27,09,2019,Number,46
27,09,2019,Star,2
27,09,2019,Star,8
24,09,2019,Number,2
24,09,2019,Number,33
24,09,2019,Number,42
24,09,2019,Number,47
24,09,2019,Number,48
24,09,2019,Star,1
24,09,2019,Star,2
20,09,2019,Number,8
20,09,2019,Number,21
20,09,2019,Number,25
20,09,2019,Number,38
20,09,2019,Number,50
20,09,2019,Star,4
20,09,2019,Star,8
17,09,2019,Number,22
17,09,2019,Number,37
17,09,2019,Number,43
17,09,2019,Number,44
17,09,2019,Number,45
17,09,2019,Star,1
17,09,2019,Star,12
13,09,2019,Number,1
13,09,2019,Number,12
13,09,2019,Number,27
13,09,2019,Number,42
13,09,2019,Number,47
13,09,2019,Star,6
13,09,2019,Star,7
10,09,2019,Number,3
10,09,2019,Number,22
10,09,2019,Number,25
10,09,2019,Number,30
10,09,2019,Number,49
10,09,2019,Star,3
10,09,2019,Star,6
6,09,2019,Number,10
6,09,2019,Number,13
6,09,2019,Number,22
6,09,2019,Number,40
6,09,2019,Number,48
6,09,2019,Star,2
6,09,2019,Star,5
3,09,2019,Number,7
3,09,2019,Number,11
3,09,2019,Number,38
3,09,2019,Number,39
3,09,2019,Number,44
3,09,2019,Star,7
3,09,2019,Star,10
30,08,2019,Number,25
30,08,2019,Number,27
30,08,2019,Number,45
30,08,2019,Number,46
30,08,2019,Number,49
30,08,2019,Star,4
30,08,2019,Star,6
27,08,2019,Number,8
27,08,2019,Number,26
27,08,2019,Number,35
27,08,2019,Number,43
27,08,2019,Number,47
27,08,2019,Star,1
27,08,2019,Star,9
23,08,2019,Number,4
23,08,2019,Number,17
23,08,2019,Number,35
23,08,2019,Number,42
23,08,2019,Number,45
23,08,2019,Star,2
23,08,2019,Star,8
20,08,2019,Number,20
20,08,2019,Number,22
20,08,2019,Number,23
20,08,2019,Number,24
20,08,2019,Number,37
20,08,2019,Star,1
20,08,2019,Star,4
16,08,2019,Number,9
16,08,2019,Number,10
16,08,2019,Number,27
16,08,2019,Number,37
16,08,2019,Number,42
16,08,2019,Star,1
16,08,2019,Star,5
13,08,2019,Number,13
13,08,2019,Number,29
13,08,2019,Number,31
13,08,2019,Number,33
13,08,2019,Number,40
13,08,2019,Star,2
13,08,2019,Star,3
9,08,2019,Number,2
9,08,2019,Number,14
9,08,2019,Number,35
9,08,2019,Number,41
9,08,2019,Number,42
9,08,2019,Star,10
9,08,2019,Star,11
6,08,2019,Number,12
6,08,2019,Number,13
6,08,2019,Number,29
6,08,2019,Number,36
6,08,2019,Number,38
6,08,2019,Star,4
6,08,2019,Star,12
2,08,2019,Number,13
2,08,2019,Number,22
2,08,2019,Number,33
2,08,2019,Number,44
2,08,2019,Number,50
2,08,2019,Star,2
2,08,2019,Star,5
30,07,2019,Number,15
30,07,2019,Number,20
30,07,2019,Number,23
30,07,2019,Number,27
30,07,2019,Number,40
30,07,2019,Star,3
30,07,2019,Star,6
26,07,2019,Number,2
26,07,2019,Number,5
26,07,2019,Number,27
26,07,2019,Number,37
26,07,2019,Number,42
26,07,2019,Star,3
26,07,2019,Star,10
23,07,2019,Number,1
23,07,2019,Number,14
23,07,2019,Number,19
23,07,2019,Number,23
23,07,2019,Number,38
23,07,2019,Star,3
23,07,2019,Star,7
19,07,2019,Number,13
19,07,2019,Number,14
19,07,2019,Number,17
19,07,2019,Number,26
19,07,2019,Number,28
19,07,2019,Star,2
19,07,2019,Star,7
16,07,2019,Number,3
16,07,2019,Number,5
16,07,2019,Number,13
16,07,2019,Number,18
16,07,2019,Number,39
16,07,2019,Star,7
16,07,2019,Star,8
12,07,2019,Number,2
12,07,2019,Number,31
12,07,2019,Number,39
12,07,2019,Number,45
12,07,2019,Number,47
12,07,2019,Star,4
12,07,2019,Star,8
9,07,2019,Number,7
9,07,2019,Number,29
9,07,2019,Number,32
9,07,2019,Number,36
9,07,2019,Number,41
9,07,2019,Star,6
9,07,2019,Star,7
5,07,2019,Number,2
5,07,2019,Number,9
5,07,2019,Number,20
5,07,2019,Number,34
5,07,2019,Number,42
5,07,2019,Star,6
5,07,2019,Star,9
2,07,2019,Number,11
2,07,2019,Number,19
2,07,2019,Number,29
2,07,2019,Number,44
2,07,2019,Number,45
2,07,2019,Star,8
2,07,2019,Star,12
28,06,2019,Number,1
28,06,2019,Number,3
28,06,2019,Number,16
28,06,2019,Number,33
28,06,2019,Number,49
28,06,2019,Star,2
28,06,2019,Star,11
25,06,2019,Number,6
25,06,2019,Number,26
25,06,2019,Number,27
25,06,2019,Number,34
25,06,2019,Number,46
25,06,2019,Star,1
25,06,2019,Star,9
21,06,2019,Number,5
21,06,2019,Number,8
21,06,2019,Number,9
21,06,2019,Number,25
21,06,2019,Number,39
21,06,2019,Star,3
21,06,2019,Star,7
18,06,2019,Number,12
18,06,2019,Number,24
18,06,2019,Number,37
18,06,2019,Number,40
18,06,2019,Number,44
18,06,2019,Star,3
18,06,2019,Star,7
14,06,2019,Number,1
14,06,2019,Number,13
14,06,2019,Number,30
14,06,2019,Number,31
14,06,2019,Number,39
14,06,2019,Star,2
14,06,2019,Star,7
11,06,2019,Number,25
11,06,2019,Number,27
11,06,2019,Number,39
11,06,2019,Number,42
11,06,2019,Number,46
11,06,2019,Star,11
11,06,2019,Star,12
7,06,2019,Number,1
7,06,2019,Number,4
7,06,2019,Number,16
7,06,2019,Number,20
7,06,2019,Number,34
7,06,2019,Star,2
7,06,2019,Star,5
4,06,2019,Number,9
4,06,2019,Number,31
4,06,2019,Number,32
4,06,2019,Number,39
4,06,2019,Number,41
4,06,2019,Star,2
4,06,2019,Star,8
31,05,2019,Number,1
31,05,2019,Number,23
31,05,2019,Number,24
31,05,2019,Number,26
31,05,2019,Number,35
31,05,2019,Star,1
31,05,2019,Star,11
28,05,2019,Number,7
28,05,2019,Number,19
28,05,2019,Number,20
28,05,2019,Number,28
28,05,2019,Number,29
28,05,2019,Star,1
28,05,2019,Star,5
24,05,2019,Number,5
24,05,2019,Number,16
24,05,2019,Number,23
24,05,2019,Number,30
24,05,2019,Number,49
24,05,2019,Star,6
24,05,2019,Star,7
21,05,2019,Number,32
21,05,2019,Number,33
21,05,2019,Number,34
21,05,2019,Number,39
21,05,2019,Number,47
21,05,2019,Star,8
21,05,2019,Star,12
17,05,2019,Number,16
17,05,2019,Number,28
17,05,2019,Number,42
17,05,2019,Number,43
17,05,2019,Number,45
17,05,2019,Star,6
17,05,2019,Star,7
14,05,2019,Number,10
14,05,2019,Number,14
14,05,2019,Number,17
14,05,2019,Number,25
14,05,2019,Number,50
14,05,2019,Star,2
14,05,2019,Star,10
10,05,2019,Number,1
10,05,2019,Number,4
10,05,2019,Number,27
10,05,2019,Number,45
10,05,2019,Number,48
10,05,2019,Star,1
10,05,2019,Star,7
7,05,2019,Number,7
7,05,2019,Number,20
7,05,2019,Number,26
7,05,2019,Number,32
7,05,2019,Number,47
7,05,2019,Star,2
7,05,2019,Star,11
3,05,2019,Number,2
3,05,2019,Number,9
3,05,2019,Number,20
3,05,2019,Number,27
3,05,2019,Number,43
3,05,2019,Star,5
3,05,2019,Star,6
30,04,2019,Number,5
30,04,2019,Number,12
30,04,2019,Number,20
30,04,2019,Number,26
30,04,2019,Number,48
30,04,2019,Star,2
30,04,2019,Star,11
26,04,2019,Number,14
26,04,2019,Number,33
26,04,2019,Number,35
26,04,2019,Number,47
26,04,2019,Number,50
26,04,2019,Star,9
26,04,2019,Star,11
23,04,2019,Number,18
23,04,2019,Number,23
23,04,2019,Number,27
23,04,2019,Number,42
23,04,2019,Number,44
23,04,2019,Star,2
23,04,2019,Star,7
19,04,2019,Number,7
19,04,2019,Number,8
19,04,2019,Number,32
19,04,2019,Number,41
19,04,2019,Number,49
19,04,2019,Star,5
19,04,2019,Star,11
16,04,2019,Number,1
16,04,2019,Number,8
16,04,2019,Number,15
16,04,2019,Number,44
16,04,2019,Number,49
16,04,2019,Star,2
16,04,2019,Star,11
12,04,2019,Number,1
12,04,2019,Number,28
12,04,2019,Number,35
12,04,2019,Number,36
12,04,2019,Number,46
12,04,2019,Star,6
12,04,2019,Star,9
9,04,2019,Number,18
9,04,2019,Number,21
9,04,2019,Number,29
9,04,2019,Number,38
9,04,2019,Number,41
9,04,2019,Star,1
9,04,2019,Star,11
5,04,2019,Number,1
5,04,2019,Number,7
5,04,2019,Number,10
5,04,2019,Number,29
5,04,2019,Number,45
5,04,2019,Star,3
5,04,2019,Star,5
2,04,2019,Number,2
2,04,2019,Number,9
2,04,2019,Number,16
2,04,2019,Number,26
2,04,2019,Number,36
2,04,2019,Star,6
2,04,2019,Star,7
29,03,2019,Number,13
29,03,2019,Number,23
29,03,2019,Number,26
29,03,2019,Number,32
29,03,2019,Number,47
29,03,2019,Star,6
29,03,2019,Star,10
26,03,2019,Number,12
26,03,2019,Number,19
26,03,2019,Number,23
26,03,2019,Number,43
26,03,2019,Number,47
26,03,2019,Star,2
26,03,2019,Star,6
22,03,2019,Number,4
22,03,2019,Number,17
22,03,2019,Number,26
22,03,2019,Number,30
22,03,2019,Number,43
22,03,2019,Star,6
22,03,2019,Star,11
19,03,2019,Number,1
19,03,2019,Number,6
19,03,2019,Number,9
19,03,2019,Number,34
19,03,2019,Number,47
19,03,2019,Star,7
19,03,2019,Star,12
15,03,2019,Number,3
15,03,2019,Number,15
15,03,2019,Number,24
15,03,2019,Number,42
15,03,2019,Number,46
15,03,2019,Star,9
15,03,2019,Star,12
